rownames,gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
2792,female,afam,1979 Q4,small,,,,,,,,,,,,free,,,,inner-city,,,,bachelor,,,,,,,,2.0,,,,cauc,,,,11.0,,,,28.0,,,
2814,male,cauc,1979 Q2,,,regular,regular,,,515.0,,,,500.0,,,,non-free,,,,urban,urban,,,master,master,,,level1,level3,,,15.0,16.0,,,cauc,cauc,,,6.0,6.0,,,9.0,9.0
2831,female,cauc,1980 Q1,small,,,,480.0,,,,547.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,14.0,,,,afam,,,,11.0,,,,21.0,,,
2838,female,cauc,1979 Q4,,,regular+aide,regular+aide,,,591.0,610.0,,,582.0,622.0,,,non-free,free,,,urban,urban,,,master,master,,,level1,level1,,,19.0,16.0,,,cauc,cauc,,,6.0,6.0,,,9.0,9.0
2858,female,,1980 Q3,,,small,,,,,,,,,,,,free,,,,rural,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,1.0,,,,1.0,
2872,female,hispanic,1979 Q4,,,regular+aide,,,,,,,,,,,,free,,,,rural,,,,master,,,,level1,,,,27.0,,,,cauc,,,,33.0,,,,67.0,
2897,male,cauc,1980 Q1,,regular,,regular,,590.0,,620.0,,512.0,,601.0,,non-free,,non-free,,rural,,rural,,bachelor,,bachelor,,level1,,level1,,23.0,,21.0,,cauc,,cauc,,3.0,,3.0,,3.0,,3.0
2904,female,cauc,1979 Q4,regular,regular+aide,regular+aide,regular,440.0,604.0,643.0,633.0,513.0,545.0,570.0,596.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,apprentice,notladder,apprentice,5.0,2.0,19.0,1.0,cauc,cauc,cauc,cauc,19.0,19.0,19.0,19.0,47.0,47.0,47.0,47.0
2929,female,cauc,1978 Q1,,regular,,,,445.0,,,,474.0,,,,free,,,,urban,,,,bachelor,,,,level1,,,,5.0,,,,cauc,,,,2.0,,,,2.0,,
2936,female,afam,1979 Q4,,,,regular+aide,,,,616.0,,,,596.0,,,,free,,,,inner-city,,,,master,,,,level2,,,,13.0,,,,afam,,,,11.0,,,,26.0
2956,male,cauc,1980 Q2,,,,small,,,,,,,,,,,,non-free,,,,rural,,,,master,,,,level1,,,,12.0,,,,cauc,,,,41.0,,,,79.0
2972,male,afam,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,410.0,475.0,547.0,562.0,405.0,495.0,535.0,582.0,non-free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,13.0,16.0,4.0,14.0,cauc,cauc,afam,cauc,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0
2986,male,afam,1979 Q3,small,,,,,,,,288.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,3.0,,,,afam,,,,11.0,,,,22.0,,,
3008,female,cauc,1980 Q1,small,small,regular+aide,regular+aide,413.0,533.0,588.0,644.0,506.0,578.0,587.0,663.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level1,5.0,11.0,8.0,16.0,cauc,cauc,cauc,cauc,12.0,12.0,12.0,12.0,35.0,35.0,34.0,34.0
3017,female,afam,1980 Q3,regular,,regular+aide,,422.0,,542.0,,513.0,,512.0,,free,,free,,suburban,,inner-city,,bachelor,,master,,apprentice,,level3,,1.0,,16.0,,afam,,cauc,,11.0,,11.0,,21.0,,16.0,
3035,female,afam,1980 Q3,small,small,small,small,442.0,629.0,631.0,654.0,559.0,627.0,626.0,678.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,,master,apprentice,level3,,level1,5.0,23.0,,24.0,afam,afam,,afam,11.0,11.0,11.0,11.0,24.0,24.0,24.0,24.0
3055,male,cauc,1980 Q1,,,,regular,,,,,,,,,,,,free,,,,rural,,,,master,,,,level1,,,,18.0,,,,cauc,,,,15.0,,,,39.0
3070,female,cauc,1980 Q2,,,regular,regular,,,566.0,606.0,,,574.0,612.0,,,free,free,,,urban,urban,,,master,master,,,level1,level1,,,8.0,15.0,,,cauc,cauc,,,2.0,2.0,,,2.0,2.0
3084,male,afam,1980 Q2,,,regular+aide,,,,529.0,,,,518.0,,,,free,,,,suburban,,,,master,,,,level1,,,,18.0,,,,afam,,,,11.0,,,,21.0,
3104,female,afam,1980 Q1,regular+aide,regular+aide,regular,small,461.0,480.0,573.0,631.0,547.0,553.0,659.0,612.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,apprentice,level1,level2,10.0,3.0,4.0,15.0,afam,cauc,afam,afam,11.0,11.0,11.0,11.0,27.0,27.0,27.0,27.0
3115,male,afam,1980 Q3,regular+aide,regular+aide,,,421.0,444.0,,,454.0,477.0,,,free,free,,,inner-city,inner-city,,,master,master,,,level1,level1,,,22.0,7.0,,,cauc,cauc,,,11.0,11.0,,,33.0,33.0,,
3137,male,cauc,1980 Q1,,,regular+aide,,,,564.0,,,,561.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,4.0,,,,cauc,,,,31.0,,,,64.0,
3150,female,cauc,1980 Q2,small,,,,,,,,,,,,free,,,,urban,,,,bachelor,,,,apprentice,,,,1.0,,,,cauc,,,,27.0,,,,60.0,,,
3159,male,afam,1979 Q4,,,,regular+aide,,,,582.0,,,,562.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,9.0,,,,cauc,,,,12.0,,,,34.0
3185,female,cauc,1979 Q1,,regular,regular,regular,,564.0,554.0,559.0,,584.0,514.0,596.0,,free,free,free,,rural,rural,rural,,master,bachelor,bachelor,,level1,level1,level1,,13.0,15.0,24.0,,cauc,cauc,cauc,,5.0,5.0,5.0,,7.0,7.0,7.0
3199,male,cauc,1980 Q1,,,small,,,,650.0,,,,599.0,,,,non-free,,,,rural,,,,bachelor,,,,level3,,,,12.0,,,,cauc,,,,4.0,,,,5.0,
3207,male,cauc,1979 Q4,,,,regular+aide,,,,580.0,,,,608.0,,,,,,,,rural,,,,master,,,,level1,,,,5.0,,,,cauc,,,,10.0,,,,13.0
3229,female,afam,1980 Q2,small,,,,410.0,,,,494.0,,,,free,,,,inner-city,,,,bachelor,,,,apprentice,,,,2.0,,,,cauc,,,,11.0,,,,19.0,,,
3249,female,cauc,1980 Q1,,,,small,,,,588.0,,,,586.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,20.0,,,,cauc,,,,22.0,,,,54.0
3257,male,afam,1978 Q3,,,regular,,,,,,,,,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,2.0,,,,cauc,,,,11.0,,,,14.0,
3275,female,cauc,1980 Q3,,regular+aide,,,,527.0,,,,481.0,,,,free,,,,rural,,,,master,,,,apprentice,,,,8.0,,,,cauc,,,,4.0,,,,5.0,,
3286,female,afam,1979 Q4,small,small,small,small,465.0,439.0,533.0,583.0,626.0,472.0,541.0,603.0,non-free,non-free,non-free,free,inner-city,inner-city,inner-city,inner-city,bachelor,master,bachelor,bachelor,apprentice,level1,notladder,probation,2.0,17.0,2.0,3.0,cauc,afam,cauc,afam,11.0,11.0,11.0,11.0,30.0,30.0,30.0,30.0
3307,male,cauc,1980 Q3,,regular,regular,regular,,471.0,555.0,618.0,,486.0,587.0,642.0,,non-free,non-free,non-free,,suburban,suburban,suburban,,master,master,master,,level1,level1,level1,,19.0,19.0,24.0,,cauc,afam,cauc,,18.0,18.0,18.0,,46.0,46.0,46.0
3320,male,cauc,1979 Q4,,,regular+aide,regular+aide,,,627.0,654.0,,,639.0,678.0,,,non-free,non-free,,,rural,rural,,,master,master,,,level1,level1,,,4.0,16.0,,,cauc,cauc,,,31.0,31.0,,,64.0,64.0
3340,female,cauc,1980 Q2,,,,regular,,,,680.0,,,,691.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,9.0,,,,cauc,,,,24.0,,,,56.0
3352,male,afam,1980 Q4,,regular,regular,,,509.0,554.0,,,484.0,517.0,,,free,free,,,inner-city,inner-city,,,master,master,,,level1,level1,,,11.0,11.0,,,cauc,cauc,,,11.0,11.0,,,15.0,15.0,
3370,female,afam,1978 Q3,,,,regular,,,,583.0,,,,546.0,,,,non-free,,,,inner-city,,,,master,,,,level1,,,,19.0,,,,afam,,,,22.0,,,,53.0
3386,male,cauc,1980 Q3,regular,regular,small,small,436.0,482.0,593.0,,500.0,518.0,568.0,655.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,11.0,20.0,15.0,13.0,cauc,cauc,cauc,cauc,21.0,21.0,21.0,21.0,49.0,49.0,49.0,49.0
3403,male,afam,1978 Q3,,regular,regular+aide,,,436.0,549.0,,,486.0,505.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,level1,notladder,,,5.0,,,,cauc,afam,,,11.0,11.0,,,16.0,19.0,
3417,female,hispanic,1979 Q3,,,regular+aide,,,,,,,,,,,,free,,,,rural,,,,master,,,,level1,,,,27.0,,,,cauc,,,,33.0,,,,67.0,
3431,male,cauc,1979 Q4,regular+aide,regular,,,398.0,478.0,,,449.0,493.0,,,free,non-free,,,rural,rural,,,master,bachelor,,,level1,level1,,,5.0,12.0,,,cauc,cauc,,,15.0,15.0,,,39.0,39.0,,
3446,female,cauc,1979 Q4,regular+aide,regular,,,442.0,536.0,,,528.0,601.0,,,non-free,non-free,,,suburban,suburban,,,master,master,,,level1,level1,,,8.0,10.0,,,cauc,cauc,,,28.0,28.0,,,61.0,61.0,,
3467,male,afam,1980 Q3,,regular+aide,,,,483.0,,,,518.0,,,,free,,,,inner-city,,,,bachelor,,,,level1,,,,6.0,,,,cauc,,,,11.0,,,,22.0,,
3484,male,cauc,1980 Q2,regular+aide,,,,461.0,,,,500.0,,,,non-free,,,,urban,,,,bachelor,,,,level1,,,,11.0,,,,cauc,,,,6.0,,,,9.0,,,
3504,female,cauc,1980 Q1,,,regular,,,,,,,,,,,,free,,,,rural,,,,bachelor,,,,level1,,,,9.0,,,,cauc,,,,9.0,,,,12.0,
3510,male,cauc,1979 Q4,regular,regular,regular,regular,436.0,,579.0,593.0,506.0,553.0,639.0,631.0,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,13.0,7.0,8.0,8.0,cauc,cauc,cauc,cauc,21.0,21.0,21.0,21.0,50.0,50.0,50.0,50.0
3535,female,cauc,1980 Q1,,,regular+aide,regular+aide,,,,555.0,,,,559.0,,,free,free,,,rural,rural,,,master,bachelor,,,level1,level2,,,8.0,19.0,,,cauc,cauc,,,37.0,37.0,,,73.0,73.0
3549,female,cauc,1980 Q2,,regular,,,,540.0,,,,520.0,,,,free,,,,suburban,,,,master,,,,level1,,,,33.0,,,,cauc,,,,11.0,,,,21.0,,
3566,male,cauc,1979 Q2,,,regular+aide,regular+aide,,,637.0,629.0,,,587.0,634.0,,,non-free,non-free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,33.0,7.0,,,cauc,cauc,,,39.0,39.0,,,75.0,75.0
3575,male,cauc,1979 Q4,small,regular+aide,,,428.0,442.0,,,473.0,470.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,bachelor,,,,level1,,,5.0,20.0,,,cauc,cauc,,,11.0,11.0,,,17.0,17.0,,
3597,female,cauc,1980 Q2,,,,regular,,,,639.0,,,,648.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,19.0,,,,cauc,,,,17.0,,,,41.0
3613,male,afam,1979 Q2,,,,small,,,,564.0,,,,588.0,,,,free,,,,rural,,,,bachelor,,,,notladder,,,,28.0,,,,cauc,,,,1.0,,,,1.0
3624,male,afam,1979 Q4,regular,regular,,,411.0,414.0,,,444.0,444.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,probation,level1,,,0.0,14.0,,,cauc,cauc,,,11.0,11.0,,,31.0,31.0,,
3645,male,cauc,1980 Q2,regular+aide,regular+aide,regular+aide,regular+aide,436.0,544.0,614.0,644.0,459.0,532.0,639.0,659.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,master,level1,apprentice,level1,level2,5.0,2.0,22.0,10.0,cauc,cauc,cauc,cauc,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0
3657,female,afam,1979 Q3,,,regular,regular,,,523.0,560.0,,,518.0,570.0,,,free,free,,,inner-city,inner-city,,,master,bachelor,,,level1,probation,,,9.0,2.0,,,cauc,cauc,,,11.0,11.0,,,29.0,29.0
3679,male,afam,1979 Q1,,,regular,regular,,,544.0,582.0,,,579.0,634.0,,,free,free,,,inner-city,inner-city,,,master,bachelor,,,level1,probation,,,9.0,2.0,,,cauc,cauc,,,11.0,11.0,,,29.0,29.0
3696,male,afam,1980 Q1,regular,regular,regular,regular+aide,,492.0,555.0,564.0,,520.0,563.0,579.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,bachelor,bachelor,probation,level1,probation,level1,6.0,19.0,2.0,5.0,cauc,cauc,cauc,cauc,11.0,11.0,11.0,11.0,33.0,33.0,33.0,33.0
3708,female,cauc,1980 Q2,small,,,,436.0,,,,463.0,,,,non-free,,,,suburban,,,,master,,,,level1,,,,4.0,,,,cauc,,,,18.0,,,,46.0,,,
3723,male,cauc,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,428.0,571.0,614.0,693.0,559.0,612.0,699.0,684.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,12.0,39.0,9.0,16.0,cauc,cauc,cauc,cauc,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0
3739,male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,472.0,579.0,650.0,670.0,536.0,601.0,639.0,700.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,,level2,level1,level1,5.0,10.0,13.0,30.0,cauc,cauc,cauc,cauc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3757,male,afam,1980 Q2,regular+aide,regular,regular,regular,434.0,604.0,604.0,641.0,473.0,592.0,639.0,726.0,free,free,non-free,non-free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,apprentice,11.0,0.0,1.0,3.0,cauc,afam,cauc,cauc,18.0,18.0,18.0,18.0,45.0,45.0,45.0,45.0
3767,male,cauc,1979 Q4,small,small,small,small,443.0,629.0,643.0,654.0,500.0,578.0,632.0,691.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master+,master,master,master,level1,level1,level1,level1,8.0,3.0,12.0,14.0,cauc,cauc,cauc,cauc,41.0,41.0,41.0,41.0,78.0,78.0,78.0,78.0
3790,male,cauc,1980 Q2,small,small,small,small,424.0,571.0,659.0,675.0,520.0,601.0,659.0,684.0,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,phd,master,level1,level3,level3,level1,2.0,19.0,12.0,3.0,cauc,cauc,cauc,cauc,15.0,15.0,15.0,15.0,39.0,39.0,39.0,39.0
3801,male,afam,1980 Q3,regular+aide,regular,regular,regular,418.0,499.0,568.0,606.0,473.0,500.0,599.0,604.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,master,master,bachelor,level1,level1,probation,probation,22.0,32.0,0.0,0.0,cauc,afam,afam,afam,11.0,11.0,11.0,11.0,33.0,33.0,33.0,33.0
3824,male,afam,1980 Q1,regular,regular,,,428.0,503.0,,,500.0,493.0,,,free,free,,,inner-city,inner-city,,,bachelor,bachelor,,,level1,apprentice,,,11.0,1.0,,,cauc,cauc,,,11.0,11.0,,,22.0,22.0,,
3834,female,afam,1979 Q3,,regular,,,,477.0,,,,510.0,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,2.0,,,,afam,,,,11.0,,,,28.0,,
3857,male,afam,1980 Q1,small,small,small,small,440.0,438.0,533.0,569.0,468.0,477.0,572.0,559.0,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,14.0,4.0,14.0,8.0,cauc,cauc,cauc,cauc,11.0,11.0,11.0,11.0,32.0,32.0,32.0,32.0
3869,male,cauc,1980 Q2,regular+aide,small,small,small,436.0,544.0,618.0,650.0,513.0,592.0,574.0,642.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,7.0,9.0,15.0,18.0,cauc,cauc,cauc,cauc,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3886,male,afam,1980 Q2,small,,,,433.0,,,,506.0,,,,non-free,,,,inner-city,,,,master,,,,level1,,,,13.0,,,,afam,,,,11.0,,,,14.0,,,
3901,male,cauc,1980 Q2,regular+aide,regular,regular,regular,448.0,544.0,,657.0,473.0,532.0,,639.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,master,level1,level1,notladder,level1,8.0,16.0,12.0,19.0,afam,cauc,cauc,afam,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0
3915,male,afam,1980 Q3,small,small,small,small,474.0,468.0,523.0,529.0,506.0,500.0,522.0,515.0,free,free,free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,,apprentice,level1,level1,3.0,1.0,12.0,7.0,cauc,cauc,afam,afam,18.0,18.0,18.0,18.0,44.0,44.0,44.0,44.0
3927,female,afam,1979 Q4,,regular,regular+aide,,,499.0,588.0,,,510.0,538.0,,,free,,,,inner-city,inner-city,,,bachelor,master,,,apprentice,level3,,,2.0,16.0,,,cauc,cauc,,,11.0,11.0,,,16.0,16.0,
3953,male,afam,1980 Q1,regular,regular+aide,regular+aide,regular+aide,414.0,490.0,541.0,597.0,484.0,512.0,577.0,645.0,free,free,free,free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,15.0,16.0,31.0,0.0,cauc,cauc,afam,cauc,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
3966,male,afam,1979 Q2,,regular+aide,regular+aide,,,445.0,500.0,,,495.0,538.0,,,free,free,,,inner-city,inner-city,,,master,bachelor,,,level1,level1,,,6.0,4.0,,,afam,cauc,,,11.0,11.0,,,28.0,28.0,
3981,female,cauc,1980 Q2,,small,small,small,,,627.0,661.0,,,639.0,645.0,,free,free,free,,rural,rural,rural,,bachelor,bachelor,bachelor,,level1,level1,level1,,3.0,13.0,8.0,,cauc,cauc,cauc,,37.0,37.0,37.0,,73.0,73.0,73.0
3995,male,cauc,1980 Q3,,regular+aide,,,,,,,,,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,8.0,,,,cauc,,,,32.0,,,,66.0,,
4009,male,afam,1980 Q3,,,regular+aide,regular+aide,,,533.0,590.0,,,590.0,645.0,,,non-free,non-free,,,suburban,suburban,,,bachelor,master,,,,level1,,,,22.0,,,afam,afam,,,11.0,11.0,,,24.0,24.0
4026,female,cauc,1980 Q3,small,small,,,411.0,507.0,,,468.0,535.0,,,non-free,free,,,rural,rural,,,bachelor,master,,,level1,level1,,,20.0,6.0,,,cauc,cauc,,,36.0,36.0,,,71.0,71.0,,
4042,female,afam,1980 Q3,small,small,small,small,422.0,527.0,637.0,650.0,468.0,520.0,639.0,648.0,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,11.0,4.0,28.0,11.0,afam,cauc,cauc,cauc,11.0,11.0,11.0,11.0,23.0,23.0,23.0,23.0
4063,female,cauc,1980 Q1,small,small,regular+aide,regular+aide,395.0,478.0,596.0,624.0,412.0,495.0,582.0,639.0,non-free,non-free,free,non-free,rural,rural,rural,rural,bachelor,master,master,bachelor,level1,level1,level1,level1,20.0,6.0,8.0,11.0,cauc,cauc,cauc,cauc,36.0,36.0,36.0,36.0,71.0,71.0,72.0,72.0
4072,female,cauc,1979 Q4,,,regular+aide,regular+aide,,,643.0,647.0,,,590.0,631.0,,,non-free,non-free,,,urban,urban,,,bachelor,master,,,notladder,level1,,,17.0,38.0,,,cauc,cauc,,,6.0,6.0,,,9.0,9.0
4091,female,afam,1979 Q3,,,regular+aide,regular+aide,,,571.0,554.0,,,540.0,597.0,,,free,free,,,suburban,suburban,,,bachelor,master,,,level1,level1,,,12.0,18.0,,,afam,cauc,,,11.0,11.0,,,17.0,17.0
4110,female,afam,1980 Q2,regular,regular+aide,regular+aide,regular+aide,407.0,457.0,557.0,599.0,459.0,502.0,561.0,597.0,free,free,non-free,free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,,level1,level1,level1,,6.0,4.0,28.0,,cauc,cauc,afam,,11.0,11.0,11.0,11.0,24.0,24.0,24.0,24.0
4123,female,cauc,1979 Q3,,,regular,,,,614.0,,,,626.0,,,,,,,,rural,,,,master,,,,apprentice,,,,1.0,,,,cauc,,,,15.0,,,,39.0,
4142,female,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,472.0,590.0,604.0,641.0,506.0,545.0,584.0,636.0,non-free,,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level1,level1,11.0,28.0,4.0,16.0,cauc,cauc,cauc,cauc,31.0,31.0,31.0,31.0,64.0,64.0,64.0,64.0
4157,female,cauc,1980 Q2,small,regular+aide,,regular,402.0,,,612.0,463.0,,,603.0,free,free,,free,urban,urban,,urban,master,bachelor,,master,level1,level1,,level1,12.0,7.0,,15.0,cauc,afam,,cauc,2.0,2.0,,2.0,2.0,2.0,,2.0
4170,female,cauc,1980 Q3,regular,regular,regular,regular,428.0,540.0,631.0,654.0,500.0,549.0,596.0,616.0,non-free,free,,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level1,level3,level2,6.0,4.0,22.0,14.0,cauc,cauc,cauc,cauc,36.0,36.0,36.0,36.0,71.0,71.0,71.0,71.0
4185,male,cauc,1980 Q3,regular,,,,413.0,,,,463.0,,,,non-free,,,,rural,,,,master,,,,level1,,,,12.0,,,,cauc,,,,6.0,,,,8.0,,,
4207,male,afam,1980 Q1,,regular+aide,,,,475.0,,,,497.0,,,,non-free,,,,suburban,,,,bachelor,,,,probation,,,,4.0,,,,cauc,,,,22.0,,,,54.0,,
4217,female,cauc,1978 Q3,,regular,regular,regular+aide,,564.0,575.0,,,557.0,584.0,,,free,free,,,rural,rural,rural,,master,bachelor,bachelor,,level1,level1,level2,,13.0,19.0,19.0,,cauc,cauc,cauc,,37.0,37.0,37.0,,73.0,73.0,73.0
4231,male,afam,1979 Q4,,regular,,,,507.0,,,,497.0,,,,free,,,,suburban,,,,master,,,,level1,,,,23.0,,,,cauc,,,,11.0,,,,21.0,,
4253,male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,443.0,544.0,602.0,608.0,468.0,507.0,572.0,616.0,free,free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,master,bachelor,,level1,level1,notladder,18.0,9.0,18.0,8.0,afam,afam,cauc,afam,11.0,11.0,11.0,11.0,25.0,25.0,25.0,25.0
4268,male,cauc,1978 Q2,regular+aide,regular,,,418.0,441.0,,,434.0,,,,free,free,,,urban,urban,,,bachelor,bachelor,,,level1,level1,,,14.0,11.0,,,cauc,cauc,,,6.0,6.0,,,9.0,9.0,,
4282,male,cauc,1980 Q3,small,,,,403.0,,,,418.0,,,,free,,,,rural,,,,bachelor,,,,level1,,,,2.0,,,,cauc,,,,37.0,,,,73.0,,,
4305,female,cauc,1980 Q1,small,small,small,small,442.0,540.0,622.0,654.0,484.0,557.0,590.0,634.0,free,non-free,free,,suburban,suburban,suburban,suburban,bachelor,master,master,master,level1,level1,level2,level3,11.0,12.0,11.0,18.0,cauc,cauc,cauc,cauc,28.0,28.0,28.0,28.0,61.0,61.0,61.0,61.0
4321,female,afam,1980 Q1,small,,,,443.0,,,,528.0,,,,free,,,,inner-city,,,,bachelor,,,,apprentice,,,,1.0,,,,afam,,,,11.0,,,,16.0,,,
4333,female,cauc,1980 Q2,,regular,regular,regular,,472.0,593.0,614.0,,526.0,615.0,603.0,,non-free,non-free,non-free,,rural,rural,rural,,bachelor,bachelor,master,,level1,level1,level1,,5.0,15.0,9.0,,cauc,cauc,cauc,,24.0,24.0,24.0,,56.0,56.0,56.0
4349,female,cauc,1980 Q2,,small,,,,505.0,,,,502.0,,,,non-free,,,,rural,,,,bachelor,,,,level1,,,,14.0,,,,cauc,,,,39.0,,,,75.0,,
4366,male,afam,1980 Q2,regular+aide,regular+aide,,,410.0,419.0,,,494.0,497.0,,,non-free,free,,,urban,urban,,,bachelor,bachelor,,,level1,level1,,,17.0,7.0,,,cauc,afam,,,2.0,2.0,,,2.0,2.0,,
4377,male,cauc,1978 Q3,,,small,small,,,602.0,600.0,,,611.0,626.0,,,non-free,non-free,,,rural,rural,,,bachelor,bachelor,,,level1,level1,,,7.0,6.0,,,cauc,cauc,,,35.0,35.0,,,69.0,69.0
4397,female,afam,1980 Q2,regular+aide,,,,403.0,,,,439.0,,,,free,,,,inner-city,,,,bachelor,,,,probation,,,,0.0,,,,cauc,,,,11.0,,,,19.0,,,
4416,male,cauc,1980 Q1,small,small,small,small,433.0,482.0,560.0,592.0,489.0,545.0,620.0,612.0,free,free,,free,urban,urban,urban,urban,master,master,bachelor,master,level1,level3,level1,level2,17.0,16.0,17.0,11.0,cauc,cauc,cauc,cauc,20.0,20.0,20.0,20.0,48.0,48.0,48.0,48.0
4427,male,afam,1980 Q3,,regular,regular,regular,,,,578.0,,,,593.0,,non-free,free,free,,inner-city,inner-city,inner-city,,bachelor,,bachelor,,probation,,probation,,1.0,,0.0,,afam,,cauc,,11.0,11.0,11.0,,28.0,28.0,28.0
4445,male,afam,1980 Q2,,regular,regular+aide,,,460.0,479.0,,,436.0,486.0,,,free,free,,,suburban,suburban,,,bachelor,bachelor,,,apprentice,level1,,,2.0,18.0,,,afam,cauc,,,22.0,22.0,,,52.0,52.0,
4464,male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,422.0,544.0,584.0,633.0,528.0,557.0,611.0,645.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,probation,level1,level1,level3,0.0,10.0,27.0,19.0,cauc,cauc,cauc,cauc,33.0,33.0,33.0,33.0,67.0,67.0,67.0,67.0
4481,female,cauc,1980 Q1,,small,small,small,,463.0,545.0,587.0,,502.0,563.0,589.0,,free,free,free,,suburban,suburban,suburban,,bachelor,bachelor,master,,level1,notladder,level1,,23.0,15.0,20.0,,cauc,afam,cauc,,22.0,22.0,22.0,,54.0,54.0,54.0
4488,male,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,434.0,,555.0,,536.0,553.0,607.0,612.0,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level2,level1,level1,level1,27.0,13.0,8.0,14.0,cauc,cauc,cauc,cauc,35.0,35.0,35.0,35.0,70.0,70.0,69.0,70.0
4513,female,cauc,1980 Q1,small,small,small,small,,558.0,608.0,665.0,,515.0,611.0,691.0,,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,level1,level1,12.0,15.0,14.0,12.0,,cauc,cauc,cauc,41.0,41.0,41.0,41.0,79.0,79.0,79.0,79.0
